id_picture,id_treatment,starting_date,date,area_size,diameter
325,33,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,1.5393804002589984,1.4
326,33,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,1.7671458676442586,1.5
327,33,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,2.0106192982974678,1.6
328,33,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,2.269800692218625,1.7
329,33,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,2.5446900494077327,1.8
330,33,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,2.8352873698647882,1.9
331,34,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
332,34,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,1.8869190875623698,1.55
333,34,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,3.463605900582747,2.1
334,34,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,5.5154586024585806,2.65
335,34,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,8.042477193189871,3.2
336,34,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,11.044661672776616,3.75
337,34,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,14.522012041218817,4.3
338,34,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,18.474528298516475,4.85
339,34,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,22.902210444669596,5.4
340,34,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,27.805058479678166,5.95
341,35,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
342,35,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,1.5393804002589984,1.4
343,35,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,2.5446900494077327,1.8
344,35,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,3.8013271108436504,2.2
345,35,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,5.3092915845667505,2.6
346,35,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,7.0685834705770345,3
347,35,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,9.0792027688745,3.4
348,35,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,11.341149479459153,3.8
349,35,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,13.854423602330987,4.2
350,35,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,16.619025137490002,4.6
351,36,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
352,36,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,2.8352873698647882,1.9
353,36,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,6.157521601035993,2.8
354,36,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,10.752100856911069,3.7
355,36,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,16.619025137490002,4.6
356,36,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,23.75829444277281,5.5
357,36,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,32.169908772759484,6.4
358,36,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,41.85386812745002,7.3
359,36,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,44.178646691106465,7.5
360,36,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,44.178646691106465,7.5
361,37,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
362,37,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
363,37,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,1.3273228961416876,1.3
364,37,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,2.0106192982974678,1.6
365,37,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,2.8352873698647882,1.9
366,37,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,3.8013271108436504,2.2
367,37,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,4.908738521234052,2.5
368,37,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,6.157521601035993,2.8
369,37,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,7.547676350249479,3.1
370,37,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,9.0792027688745,3.4
371,38,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
372,38,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
373,38,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,2.269800692218625,1.7
374,38,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,4.523893421169302,2.4
375,38,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,7.547676350249479,3.1
376,38,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,11.341149479459153,3.8
377,38,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,15.904312808798327,4.5
378,38,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,21.237166338267002,5.2
379,38,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,27.339710067865177,5.9
380,38,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,34.21194399759284,6.6
381,39,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
382,39,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
383,39,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,1.227184630308513,1.25
384,39,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,1.7671458676442586,1.5
385,39,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,2.405281875404685,1.75
386,39,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,3.141592653589793,2
387,39,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,3.9760782021995817,2.25
388,39,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,4.908738521234052,2.5
389,39,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,5.939573610693203,2.75
390,39,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,7.0685834705770345,3
391,40,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
392,40,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
393,40,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,1.0386890710931251,1.15
394,40,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,1.3273228961416876,1.3
395,40,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,1.651299638543135,1.45
396,40,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,2.0106192982974678,1.6
397,40,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,2.405281875404685,1.75
398,40,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,2.8352873698647882,1.9
399,40,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,3.300635781677776,2.05
400,40,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,3.8013271108436504,2.2
401,41,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
402,41,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
403,41,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,2.0106192982974678,1.6
404,41,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,3.8013271108436504,2.2
405,41,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,6.157521601035993,2.8
406,41,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,9.0792027688745,3.4
407,41,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,12.566370614359172,4
408,41,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,16.619025137490002,4.6
409,41,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,21.237166338267002,5.2
410,41,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,26.42079421669016,5.8
411,42,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
412,42,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
413,42,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,1.1309733552923256,1.2
414,42,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,1.5393804002589984,1.4
415,42,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,2.0106192982974678,1.6
416,42,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,2.5446900494077327,1.8
417,42,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,3.141592653589793,2
418,42,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,3.8013271108436504,2.2
419,42,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,4.523893421169302,2.4
420,42,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,5.3092915845667505,2.6
421,43,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
422,43,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
423,43,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,2.5446900494077327,1.8
424,43,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,5.3092915845667505,2.6
425,43,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,9.0792027688745,3.4
426,43,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,13.854423602330987,4.2
427,43,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,19.634954084936208,5
428,43,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,26.42079421669016,5.8
429,43,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,34.21194399759284,6.6
430,43,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,43.008403427644275,7.4
431,44,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
432,44,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,0.7853981633974483,1
433,44,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,0.9503317777109126,1.1
434,44,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,1.1309733552923256,1.2
435,44,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,1.3273228961416876,1.3
436,44,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,1.5393804002589984,1.4
437,44,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,1.7671458676442586,1.5
438,44,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,2.0106192982974678,1.6
439,44,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,2.269800692218625,1.7
440,44,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,2.5446900494077327,1.8
441,45,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,0.7853981633974483,1
442,45,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,1.8869190875623698,1.55
443,45,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,3.463605900582747,2.1
444,45,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,5.5154586024585806,2.65
445,45,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,8.042477193189871,3.2
446,45,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,11.044661672776616,3.75
447,45,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,14.522012041218817,4.3
448,45,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,19.634954084936208,5
449,45,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,24.630086404143974,5.6
450,45,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,30.190705400997917,6.2
